[UNK]
vesszõ
a
pont
kötõjel
az
hogy
s
nem
is
egy
és
de
kettõspont
volt
meg
kérdőjel
csak
ha
sem
még
azt
én
már
nagy
ez
el
hát
van
úgy
mert
mint
volna
ki
most
mondta
ott
e
király
te
mi
aztán
ő
mit
olyan
két
akkor
ezt
ne
itt
jó
mikor
ember
majd
vagy
pedig
neki
fel
szegény
szép
minden
mind
lesz
egyszer
így
mondja
kell
no
jól
hanem
éppen
aki
amikor
le
három
királyfi
be
bizony
egész
ment
kis
mindjárt
lett
édes
se
nap
azzal
nekem
hiszen
mintha
amint
mondotta
hol
legény
öreg
nagyon
alatt
vissza
sok
királykisasszony
kellett
után
arra
kérdezte
igen
annak
lehet
valami
asszony
isten
ahogy
vagyok
felé
egyik
magát
erre
leány
nincs
rá
fiam
őket
talán
úr
vele
kicsi
azért
ilyen
egyszerre
maga
ide
mindig
tovább
előtt
abban
kapitány
azonban
addig
ennek
szépen
voltak
neked
míg
tudom
hej
na
amit
át
tudta
hét
semmi
oda
alig
ahol
más
haza
másik
megint
történt
jött
milyen
első
felelte
elég
között
hiába
amely
szólt
föld
ó
ugyan
többet
ismét
reggel
hozzá
néhány
ami
ezek
mégis
tenger
senki
uram
miért
hirtelen
legyen
fiú
fekete
–
magában
csakugyan
elé
azon
alá
lehetett
ma
látta
semmit
jaj
tehát
ezen
világ
idő
szeme
tudja
ám
több
soha
mindent
víz
rajta
nélkül
egyet
ördög
maradt
bezzeg
őt
pillanatban
vén
felséges
hadd
engem
ebben
fehér
belőle
egészen
ért
éjjel
óra
mentek
gondolta
láttam
mondá
királyné
este
azután
kedves
tőle
való
megy
mellett
barbicane
annyi
jános
fejét
együtt
kérdi
kiáltott
látott
hosszú
túl
oly
igaz
amíg
utána
azok
vette
fia
adott
istenem
emberek
tudott
egyetlen
mely
állott
járt
mire
akár
igazán
erősen
sztrogof
hatalmas
föl
hold
össze
ezzel
vajon
körül
szörnyű
felesége
vége
ekkor
szerint
dick
királynak
kicsit
szó
hajó
város
benne
inkább
tizenkét
arany
száz
állt
hogyan
valamit
erős
új
valaki
másnap
belé
kin
jobban
valóban
jön
kezét
nézett
szél
vannak
fa
akik
nagyot
óriási
nautilus
magas
akart
négy
katalin
ők
telt
hat
újra
vár
közben
jobb
velem
otthon
berzsián
szinte
rengeteg
sohasem
különben
erdőbe
utolsó
látja
ezért
ült
vizet
elment
tud
királyom
fu
fiatal
michel
messze
sokáig
keresztül
látom
legalább
földre
ön
szemét
farkas
amelyet
tett
mivel
ugy
került
hátha
gondolt
péter
mellé
vitéz
róla
persze
felelt
előre
öcsi
teljesen
nekik
bűbájos
tette
jutott
fél
bab
közé
miklós
akinek
áll
egyszeriben
hallod
akarta
mondom
szót
leánya
végre
pár
hová
múlva
közt
földön
óriás
sárkány
nagyobb
szabad
lenne
zárójelzár
többi
ezer
aranyat
holnap
gyorsan
mindenféle
látod
drága
értek
téged
bizonyosan
bele
öregember
mindenki
gazdag
előtte
elindult
sokat
ned
közül
igazi
embert
lelkem
kezdett
apja
nehéz
akar
zárójelnyit
eltűnt
attól
berci
észre
palkó
ég
egyedül
adta
megyek
legkisebb
esett
palotába
lövedék
fog
öregasszony
tudod
lassan
arról
gyere
fordult
tíz
kutya
feje
egyenesen
eddig
ló
jár
folytatta
ádám
nemo
szent
harmadik
látszott
hiszem
először
vitte
voltam
palota
ebből
különös
ellen
conseil
éjszaka
világon
esztendő
eredj
erdő
sírt
látni
annyit
anyja
madár
nézte
bár
ahhoz
levelet
csakhogy
indult
bizonyos
ti
többé
merre
menj
baj
jutka
szaladt
leányát
leányt
apám
menjen
egyre
adja
ország
kisasszony
várta
mondtam
magam
adok
vagyunk
öt
mondani
előbb
sőt
azonnal
út
régi
ház
szóval
hegy
gyönyörű
elő
róka
akit
számára
királykisasszonyt
akarja
mendegélt
közepén
ottan
embernek
jankó
velük
nappal
második
fölött
ajtó
abból
végül
menni
felett
találta
szíve
annyira
rossz
dolog
úton
szomorú
kend
vett
boszorkány
érte
vörös
tele
gazdám
lakott
hallottam
abba
gonosz
tudták
hallotta
királyhoz
egymást
csupán
tüzet
teljes
fogta
béka
tó
sincs
pénzt
anna
kiment
sötét
hetedhét
napon
tűz
tenni
tündér
tudtam
leszek
kettő
albatros
városba
ezeket
eszébe
egymás
végig
táltos
mondd
derék
melyet
neve
talált
medve
egyéb
amelynek
rám
kapott
hitte
erdőben
mielőtt
annál
tartott
szebb
miatt
magának
bement
amerikai
ím
állat
jöttek
válaszolt
hogyne
t
óceán
hagyta
amelyek
akarsz
nicholl
magával
adjon
sikerült
meglátta
akkora
zöld
saját
látszik
gazda
földet
óta
nagyapó
kiáltotta
hozott
kérte
ilona
ardan
utat
sokkal
micsoda
bennünket
szobába
robur
idegen
tudok
fogja
erről
elébb
elkezdett
szultán
lovat
barátom
méter
mondott
kék
nos
miféle
legnagyobb
hozzám
fák
tatárok
mégsem
egyszeribe
déli
csupa
mögött
halál
tengeren
nagya
kenyeret
jő
ablakon
nekünk
mester
meghalt
igy
ettől
mért
bolond
ér
bíró
lám
lenni
herceg
látták
falu
búsan
veled
máris
nemcsak
valahol
ugyanis
múlt
gyermek
bácsi
örömmel
miután
lépett
krisztus
hamarosan
fogg
beszélt
marad
lába
kilenc
onnét
melyik
eleget
tengeri
kellene
mihály
mennek
ketten
elől
szívvel
hé
fát
emberi
piros
land
gyerekek
uncle
rettentő
nézi
könnyen
ugye
nyomban
minthogy
legszebb
partján
által
ezután
levegő
napot
kerül
haladt
adom
örült
szerette
mély
minket
gróf
ogaref
innét
asztal
szívesen
mondták
apa
tiszta
veres
szem
pontosan
ősz
weldonné
kinek
inas
hideg
folyton
bizonyára
azóta
vagyis
klopédia
élet
lakodalmat
különösen
változott
helyett
futott
nehogy
később
dehogy
élnek
jót
gondolja
ali
édesapám
királya
hamar
folyó
feleségül
bal
azokat
tanár
széles
repült
félj
bort
biz
viszont
ajtót
külön
kissé
vetett
tetszett
katona
j
helyen
fényes
club
érezte
tied
patak
leányok
ifjú
világot
tom
prudent
királyfinak
egyebet
él
ura
rájuk
